,X,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,mean,std
0,-10.0,1.1195027146596124,1.1961705793908053,1.1305995591824234,1.2075697359043154,1.1660829688058123,1.2113070003414474,1.2907473518383683,1.089488234934372,1.0791302609862035,0.9266980106844734,1.1088939126200985,1.0960414822099267,1.1351859842964884,0.09100211237036052
1,-9.0,1.0359024941334063,1.2342826081123486,1.204265751827718,1.309445640893383,1.1837842913801278,1.0157432796774821,1.2322565032187778,1.097577638820647,1.1494015658851018,0.9293403232187367,1.1970416089670373,1.14709092180815,1.1446777189952428,0.10776340724659654
2,-8.0,1.048443341222438,1.2010312693386365,1.2486106537182964,1.2323345371565944,1.2580129230489312,1.1493270728492937,1.2889523108470733,1.123587794379443,1.2591840496029387,0.9329566059993686,1.2655468233112457,1.2201739508880682,1.1856801110301938,0.10579619152363903
3,-7.0,1.103717471468182,1.3147561829528893,1.2862811330457813,1.281964745529269,1.186361411972012,1.1372533514393777,1.3134546209566909,1.110924395821726,1.22157179788082,0.9248974620322257,1.2516159079705753,1.1848382876089734,1.193136397389877,0.1128180543940221
4,-6.0,1.0585926957918779,1.155803071679522,1.2103619996703316,1.3312045328887627,1.1648460066506066,1.0911846452010108,1.1985603123565987,1.081365634076267,1.2431992150544788,0.9829660986202248,1.2132150722322965,1.3411910939175797,1.1727075315116298,0.10726562969059086
5,-5.0,0.9925567138274641,1.2970958969019668,1.1889932300154977,1.3103124394116707,1.186368047905849,1.166227581638156,1.2806627982920509,1.0607101361106943,1.1329798609792348,0.9646117569867321,1.123320804981629,1.186863719437311,1.1575585822073549,0.11132310488195157
6,-4.0,1.0802480602050482,1.2573964953337904,1.2855360461352718,1.2628809534323913,1.1714976974623559,1.2115242167706914,1.2779086918043814,1.1008733057245754,1.1647130042941671,0.9799620874546592,1.1582977160066894,1.2546077259478319,1.1837871667143212,0.09389309033632712
7,-3.0,1.0330847136625338,1.2886004365061938,1.5804306037719809,1.312161575327017,1.2505958168253528,1.2137774419588465,1.284986738999473,1.7220858274776853,1.1749848470576654,1.266583547951371,1.239533796362227,1.432139524569174,1.31658040587246,0.18414012434463134
8,-2.0,1.2553056182017293,1.3323578993882979,2.5899246603989057,1.3195922296852372,1.2048229008762834,1.2684597065811085,1.3326191183655236,3.710160797668529,1.11264459388074,3.288693322783102,1.3091734252992135,3.2491142734386913,1.9144057122139468,0.9884113923922645
9,-1.0,2.3080078200487777,1.5894245794208859,3.4613727083496673,1.8929160865674561,1.9362238304661943,1.7284895192716363,1.960585440290832,3.715568565731735,1.7097277388855914,3.943380779613309,2.651246824538292,3.5387635377764926,2.536308952580072,0.8859718589315031
10,0.0,4.577859260632577,4.5550133890363025,4.188162818385149,4.970790913352364,4.252666897358047,5.169594426305853,4.91835931430394,4.582367429459657,4.892664639766319,6.007523432860373,4.16831669666317,4.509586791508934,4.73274216746939,0.5140043738834753
11,1.0,6.315761409012926,7.103222687559423,6.421831892550024,6.5395015053727485,5.255201232474518,6.374447581470254,6.358127467223025,4.65239985897329,6.202072466299346,7.777933085660538,4.749547305862388,5.350894594339721,6.0917450905665165,0.92985191249272
12,2.0,9.380165798121515,7.8664541202222695,5.715782055215292,8.16377260598523,6.687454771323129,7.725227089124545,7.707620226950597,6.27516982061346,8.088776356763612,8.705433001603987,5.826996313887868,5.758214580770022,7.325088895048462,1.2363056873862868
13,3.0,8.875562379601126,9.409764454063637,7.610453976959382,8.613688939685844,6.644063997070798,9.415241316435392,8.290677828372113,6.463930869517066,8.966257039901066,9.301905042344726,7.003817300982061,7.682254044325344,8.189801432438214,1.0811414330206268
14,4.0,9.602205439865253,10.485560252393297,8.376067197821346,10.343213425266068,8.05743661036489,9.633538202504177,8.484488598047712,6.310104512543758,9.641850204181562,8.802056074668995,7.90506856365305,8.931276687821631,8.881072147427645,1.169271974581069
15,5.0,10.533782074207009,11.17962035427943,8.827297906468067,12.217275774254029,8.523217644141877,10.132729884123037,9.685919240438812,8.583672845935657,10.217984510774482,8.002940503167501,8.650285027912666,9.769456987944517,9.693681896137258,1.2452008717064946
16,6.0,12.042812410939566,12.227692568463212,8.28061446317817,11.341365589070023,9.317536338808573,10.209556204082954,10.670555580675488,8.740352869568317,11.87287701456003,8.068643306862317,9.264382099084639,9.654087038428656,10.140872956976828,1.4801021250385804
17,7.0,11.70505027356257,11.470825616469014,7.930981042345513,11.048493811659956,9.760854564969339,10.399042533379316,11.733491483585237,8.53383166983861,11.676533197489523,7.024443255302781,8.384458702012788,10.631419217383696,10.024952113999861,1.6648140777739378
18,8.0,10.846303335114992,11.570655415850402,8.11920924735797,9.810890404737478,9.708830935782721,10.017127277368367,11.619271844075316,8.151039569380314,10.768071816739285,7.586117352384639,7.972657149607891,11.59097724564829,9.813429299503971,1.5232286486617264
19,9.0,11.012660398896543,10.408640145505325,8.71477677383524,9.673011870722735,8.358953168757576,9.59041000335861,11.329465626642374,7.550066414045787,10.518993579934437,6.716871629793071,8.495271931473038,11.031645927333257,9.450063955858166,1.4871959644846464
20,10.0,11.391151081359117,9.702572546408748,7.831480737259139,9.97434113830732,9.408751695136372,8.251347162584727,11.261219657295097,7.122156774526056,9.710394516366703,5.925019878730426,10.001436109526583,10.483081852963206,9.255246095871959,1.6589624490499109
21,11.0,11.253930664084868,9.673314481138934,8.364212067404443,10.098051900195443,8.926761700751841,8.151885230035884,8.872940351907008,7.684001806535099,7.7644107116333725,5.452297265731309,9.815870349092672,10.445504761138151,8.875265107470753,1.5461817049207793
22,12.0,9.821814910377968,9.049961738333986,6.978541349988563,9.766369116221838,9.861752933521377,7.636618305778913,9.274512745670766,6.699086685830745,8.273974070629151,4.497764666936608,8.446499324548649,10.138397305863196,8.370441096141814,1.6778204155350414
23,13.0,10.394909908000983,9.088543939293263,6.552467396946591,8.891155253732418,9.124924651226948,8.321595908004156,8.936192323371651,6.144426018507026,7.793719169879034,4.123916099737489,8.824817046929407,9.54059796098015,8.144772139717427,1.7416647134868741
24,14.0,8.83379584945996,8.541238781680228,5.718304908091424,8.734162578958895,9.244994253822636,7.363802493443536,9.568998303487614,5.8935012474060775,7.58869130254073,3.235253373737978,7.686173951652672,9.268554826927803,7.639789322600795,1.873494919852801
25,15.0,8.47608635795348,7.774770078261108,4.961726533686887,8.569996177348047,8.7224082226429,7.263169360061139,8.646140814022015,5.184851413540531,6.787696185458473,2.8057529877253176,7.665257023966932,7.5646265600373095,7.0352068095586775,1.8296128561006277
26,16.0,8.419960333257523,7.5234985756248856,4.61616451986524,7.694451835543158,7.865839922303873,6.1837566750693655,8.607664798356463,5.267718937327594,5.661942373215515,2.864278970879491,7.283179194346849,7.106028705180709,6.5912070700808885,1.7172194238620015
27,17.0,6.722014011621122,6.988652666704602,3.5403822637696054,6.328864999848034,6.800760967199584,5.548862943700691,6.78885503176352,4.121980224378565,4.864407115524853,2.3942832422241183,6.803525784612263,6.049438624818565,5.579335656347127,1.521541196952808
28,18.0,6.176457739827751,6.1019943284372316,3.223072445143797,5.147326505232651,6.209790074909494,4.959475485282758,6.520250098239012,4.190913722420827,5.085277089560843,2.447548354449671,6.355663896344744,5.090103382087293,5.125656093494673,1.292896239015674
29,19.0,5.297296860404606,5.605453255386899,2.8996383225753815,4.597238811030589,6.7148077386950105,4.384380908375277,6.1182809367484134,3.7978261065063355,4.512200622976438,2.3116102161600827,6.251729854759893,4.482022676553629,4.74770719251438,1.3341908565877671
30,20.0,5.203724980595998,4.78169608311248,2.637692630402965,4.415176064185627,5.810692407815775,3.8005126471107817,4.401143222143831,3.306511342309863,4.052769670399715,2.1052795849624553,5.693579285360555,3.470152155908777,4.139910839525736,1.1503082131743334
31,21.0,4.29819789385551,3.878414287195377,2.3271717622035295,3.6470606197209903,5.472389766753151,3.362779206007159,4.351360521648543,3.3543274157740033,3.8871750731128154,1.9633644050220822,5.295802746409914,3.0369378982718183,3.739581799664574,1.048563977671149
32,22.0,4.191365087601846,3.6953524833047533,2.5407552576587116,3.614539826068732,4.777922472683693,3.174480938471851,3.765911574676869,2.8524784251095983,3.3727820317601696,1.826506937502065,4.534648017820088,2.5665363859778076,3.4094399532196817,0.8706664428594659
33,23.0,3.5052291317769493,3.644246246322267,1.8515303217105945,3.303916637196928,5.21225938146654,2.8994176224946635,3.6474064738070466,2.654345105299427,3.250205002423337,1.7083491409374107,3.872506842873782,2.553927531410559,3.1752782864766256,0.9461415447849428
34,24.0,2.8614911083591683,2.987576950325104,2.019283055477555,2.847686196353761,4.190739365077778,2.633922511285016,3.376123244869112,2.551871767607168,2.838812246654477,1.5396269486937493,3.1367335811494974,2.072291059899734,2.7546798363126768,0.6884984937328638
35,25.0,3.088855011987981,2.9935615092278374,1.506215781734282,2.4604572614632425,4.145411284854378,2.5872343285225488,3.2559017752952575,2.3796431514817624,2.3282815494376337,1.3677859035427975,2.8929927058794886,1.8834739751420522,2.5741511865474385,0.7781299312829879
36,26.0,2.503869278013293,2.350653770019094,1.454810564005866,2.4810692504159975,3.9660847014209883,2.181905677184743,2.746151127777222,2.132406829247654,2.1887300210419047,1.4625090231292208,2.7901882317760767,1.5331709901534738,2.3159624553487945,0.6972157825554955
37,27.0,2.2200087376288242,1.8524032105534858,1.4437961315430243,2.1521618965941447,3.9527085846179073,2.1519794052001515,2.786814344142626,2.161749308009139,2.0144965720948065,1.4254847562887494,2.6345537961632863,1.4988831181596292,2.191253321749648,0.7025430053592661
38,28.0,2.148709906907259,1.8124588583793477,1.3824233345507977,2.0984474479240216,3.2360702759581663,2.1364992466994126,2.4122355788270236,1.8092590718167267,1.827524560837674,1.3589862141619264,2.311522320077066,1.2558006210325627,1.9824947864309987,0.5468130253652425
39,29.0,1.8357565396576354,1.6621300501923137,1.3617397282695725,1.9131071604406678,3.349894217756424,1.7686864558380453,2.519579862249148,1.5907959052561176,1.6534524987705304,1.3510418975050735,2.0442089686771885,1.1834012502098932,1.8528162112352176,0.5892416594009903
40,30.0,1.7410646287853024,1.8141863845017172,1.2754779676984895,1.7163521220382882,2.9009254383691436,1.7702687153444379,2.286392650854366,1.3891811309515194,1.698847770893129,1.3065292225385157,1.8993389988468288,1.2639094779368762,1.755206209063218,0.4701058243698768
41,31.0,1.7470450920076308,1.6956618032704693,1.3022474747901691,1.8129531087594106,2.8655063851393483,1.8552387215228556,1.930304386043593,1.4001319322908832,1.5980109599542316,1.2593227937839255,1.6875022697436657,1.1201664285075852,1.6895076129844806,0.4510898867773584
42,32.0,1.6980240369912016,1.5899182081488559,1.231446022628118,1.7079077708517103,2.65450442833913,1.5759301429643966,1.5850993233978918,1.389699097962147,1.7464574739398344,1.264687470423583,1.7495547557476336,1.1048093477258634,1.608169839926697,0.3948368660120674
43,33.0,1.5064674010538799,1.578411467657406,1.3053053548229545,1.6781708975098606,2.4417928523466728,1.5734134948880563,1.7021504609662048,1.3797517876728307,1.5083024279506112,1.104181748738438,1.5462630353716431,0.9896362486255817,1.5261539314670118,0.36114375461134635
44,34.0,1.4299432641303236,1.5469387507223622,1.2317861178661036,1.4955868107121622,2.542295307783178,1.5825756627469119,1.7165068287001135,1.3563212342359734,1.4343229822929289,1.079338675463404,1.4707121173484523,1.0632167144474973,1.4957953722041175,0.3828696777049122
45,35.0,1.4081769939282642,1.3432335363864851,1.1724821986905605,1.5117338525434556,2.6189181426158687,1.4363546538204766,1.7951450206841362,1.2264192230245146,1.2716163130668767,1.1208075518016154,1.4086231250054875,1.0151522126040278,1.4440552353476477,0.422138891179488
46,36.0,1.4083941357143328,1.4284114972588131,1.1410903991217745,1.51273441714512,2.0536971452984796,1.4717238235706105,1.68683148785242,1.1176588536087635,1.3768402609730144,0.9584277762477806,1.3175493724749787,0.9396391968546587,1.3677498638433958,0.3128818709560741
47,37.0,1.239010956651184,1.3304208815517438,1.2650777705966314,1.530475805240728,2.4732759201202987,1.3645744808322384,1.5043697032749406,1.1168919302538725,1.3410966186915263,0.8439943827652255,1.2340572451291378,0.9625492979346363,1.350482916086847,0.4058990830629645
48,38.0,1.2771301470545382,1.0918239986172016,1.0577138411484326,1.398350181735924,2.0467106322922026,1.416450008879448,1.4612768167117778,1.1294831018353388,1.2723726541346594,0.8887392862745227,1.2061058315704032,0.9113160586939155,1.263122713245697,0.30924100200126364
49,39.0,1.1079417600161696,1.4379892923400313,1.2466611352555426,1.348732221143246,2.1147313749258467,1.2641405125915925,1.601036970203671,1.0907605830580631,1.4330107569095143,0.814157382715665,1.1597078251359436,0.9342679266594507,1.2960948117462283,0.3394673008019212
50,40.0,1.2341026239360557,1.1586068790395556,1.0985250106940092,1.227813861742161,2.0737383847667417,1.3594123006089571,1.5321269487885045,1.177641414785513,1.2622143807380348,0.9272893603284976,1.125667763872105,0.8512163357354336,1.2523629387529642,0.31422356640318594
51,41.0,1.084433134183652,1.2807626531260377,1.0406718672208894,1.2738675025219128,1.9329897292218587,1.294777986298066,1.6223389402756898,1.0473821838006159,1.2392896047752775,0.9035827611680548,1.0768752465388627,0.8854140585348413,1.2235321389721467,0.3008359700736463
52,42.0,1.2395743984240426,1.281442737440995,0.9509369739215268,1.1418284742969635,1.9998363971512196,1.206420136511297,1.453096383073207,1.0443052433460793,1.1756014228984686,0.8743754190033426,1.0374056794139097,0.8436697997115181,1.187374422099381,0.31039789816237745
53,43.0,1.0722545717490912,1.1715987018027123,0.9702990572153458,1.2043786953905673,1.879022378554708,1.1601940802313635,1.3938753139525377,0.9274353563793152,1.144442583576522,0.9077700164082916,1.0636666948733597,0.8640014406774763,1.146578240900941,0.2747167844174234
54,44.0,1.1555391500114889,1.3089787196830938,0.9989749752934134,1.0541222291381025,1.7821099499725446,1.2444049408694882,1.3805136696178808,1.120087402343665,1.0891353384906666,0.7416466980833817,0.9614261869480759,0.8496193040016287,1.1405465470377858,0.2721940778280797
55,45.0,1.0880631570093358,1.220561260207841,0.9462584876388107,1.083912643320557,1.7248013426280657,1.1550710474303076,1.4219631134507944,0.9489185724906712,1.1740880036794805,0.6697420182160683,0.9808884580092614,0.8123460744702381,1.1022178482126195,0.2773170848104402
56,46.0,1.078493464431371,1.362672995597222,0.9534702426427424,0.9757715357555272,1.756158500538247,0.9929343840074931,1.3014508065855308,0.9513986096939752,1.0262486829945683,0.8017694472220309,0.9710028223335614,0.8590970490872175,1.085872378407457,0.2658939101684828
57,47.0,0.998648134539548,1.204639312558737,0.9897645414511475,1.0335004698026755,1.4993949478730826,1.0296045901765492,1.238113762021231,1.0035898520544242,0.9941639885304301,0.8173792111182987,0.9482008644232659,0.7550775930876861,1.042673105636423,0.19639744915390675
58,48.0,1.0708237380331591,1.0144481480025522,1.0789284394564258,0.9026254118573022,1.604229963195123,1.0779533233897522,1.0869066654458097,0.9956715923463724,0.9781126860156735,0.8651743517641414,1.0621491634834628,0.7163929597737091,1.0377847035636234,0.21008626114165602
59,49.0,1.1395472105962745,1.1798167093023644,0.9726500987405633,0.9357763315608607,1.8081305876977087,1.0286685745807982,1.0814447176336615,1.077458626260607,0.8791571577503836,0.7403138758060127,1.0159758562452978,0.713909454244744,1.0477374333682732,0.27961121349116935
60,50.0,1.0628957712434326,1.0921379451758844,0.9446618541704334,0.8461469910450146,1.6386639282885558,1.047260816475096,1.1796438008250085,0.8472745412325439,0.901378511251625,0.8611860512694556,0.9677019071261234,0.6587170472867203,1.0039724304491577,0.24331495961713356
61,51.0,1.0905542466816054,1.1510180778135188,0.9209732799533374,0.9980155033419101,1.4471719804769514,1.0766620906590516,1.0457554001745746,1.0153060966733838,0.8730686414432015,0.7212630339502487,0.9853021427643383,0.7537562847673402,1.0065705648916217,0.1905883651142016
62,52.0,1.1467000059180728,1.0924719133399288,0.867821080452335,0.9798577003424422,1.3688728724062602,1.051547426990718,1.098772983492243,0.9814676657955806,0.8745198633654286,0.8087456491867471,0.9587267846993944,0.7064672627902048,0.9946642673982796,0.1749336511647706
63,53.0,1.0973922208622797,0.9807632590503839,0.905736816598408,0.9434608584252537,1.3135453834610196,1.005615451060932,0.928294233812561,0.9778985657378946,0.9208247438888489,0.8656188290992891,0.9518992856974509,0.7074198204718246,0.9665391223471788,0.14292981325419474
64,54.0,0.9597943456575109,1.091822950734256,0.8078006380022725,0.9736577395146009,1.3126933813753714,1.0471477816763384,0.9586892097183308,1.0439696956155682,0.784277687709869,0.8061877930105021,0.9296153773971062,0.7283821746388263,0.9536698979208794,0.1619186730229203
65,55.0,0.9557348866617068,1.032717461136003,0.801009020157533,0.7948194815687768,1.330127936315754,1.0619918372410333,0.9706372984242589,1.102361671535729,0.7607580596094774,0.751368808629357,0.8860593215261592,0.7600496079565153,0.9339696158968588,0.1774020894383072
66,56.0,0.9933124094727847,1.013549739554015,0.7908682233231769,1.0235275818571328,1.479465961319392,1.0354512870219261,0.8894249941597548,1.0924955454707925,0.7802019426610824,0.7689199250688669,0.966856805939387,0.6814267154275494,0.9596250942729881,0.20914971278606267
67,57.0,0.9928274259947122,1.0895588525966533,0.74095930801201,0.851209740707272,1.5431473716862865,1.0220973792701953,0.7399600302452705,1.09380444168019,0.7685401708807384,0.7884861574008383,0.9676443340905639,0.7318261834981241,0.9441717830052377,0.2341531436083588
68,58.0,0.8927852105595748,1.0392307618919907,0.8826430657147502,0.7192643911111883,1.4288066391385275,0.9716419537125648,0.763858832634382,1.0270194803523618,0.7248695140909589,0.7446015341385309,0.9613779447973669,0.5727953006567036,0.8940745523999083,0.22096266348883153
69,59.0,0.8528123606736175,1.0212359489441842,0.8196253301952914,0.8465306373602686,1.5095365176169058,0.9667469493836609,0.7404706989295698,0.9374398555213646,0.7058126348972414,0.8135752150713517,0.7475655015558226,0.6644518410736894,0.8854836242685805,0.22369899355312006
70,60.0,1.0817913838381892,0.9569003716075747,0.8039198633050374,0.7958938271150643,1.4183616328734414,0.9425144931230406,0.7263701552602556,1.0724029325963729,0.7302110933199635,0.6973237748231556,0.9445880407532938,0.6150089975404363,0.8987738805129853,0.22152928303388242
71,61.0,0.8529626332188909,1.0010505586515783,0.7791872539952351,0.8222948534419403,1.2839947813488122,1.109553837429516,0.7075905777148295,1.0973180147638788,0.6930212701776565,0.9230225229469864,0.9213619404709288,0.5403787934895113,0.894311419804147,0.20739592851137956
72,62.0,0.9950948933331774,1.0372094702440509,0.8011882568850852,0.8829235714061121,1.462516351606872,0.9219528347566611,0.6841221700685521,0.99285440865198,0.6954141958326264,0.811898359054073,0.8396685516137684,0.595100499450706,0.893328630241972,0.22477126703000186
73,63.0,1.056942612281719,0.942880124412129,0.6742489186090908,0.8436248406255727,1.3604368680407697,0.8734984808048328,0.6687444572538809,1.2272949004969003,0.6444632025124871,0.8120338152823565,0.9026776335351737,0.602555536488498,0.8841167825286176,0.23595205210689765
74,64.0,0.9745785227253723,0.9928937024571658,0.6727709824709868,0.9045239391211018,1.4736669169631502,0.9533897784687467,0.6287193877958206,1.1498919752733836,0.6483137478003751,0.7955038129753367,0.8674370495110229,0.5790957400037909,0.8867321296305212,0.2540617201738907
75,65.0,0.8300989807214594,0.8939899196321602,0.6434817891799182,0.8168188644098341,1.3241262484834333,0.9746534871939393,0.5927941474009977,1.0940575375687076,0.5675110473066289,0.8543812340114318,0.7979756927340353,0.5220625183316847,0.825995955581186,0.23263108536049287
76,66.0,0.9918539870579003,0.8417415015315757,0.6075030954257084,0.8099452753065963,1.4127672931545379,1.065919118838944,0.6206743161505979,1.1349418324588587,0.5499224858069471,0.7797444997392391,0.9176660603569193,0.5406836901279811,0.8561135963296506,0.26500415225211627
77,67.0,0.9551627784009511,0.8312828273591798,0.5949634580010865,0.8167816071021184,1.3122388276417085,0.9648148417409467,0.5197566758054505,1.0360134950151059,0.5367728407509738,0.8551416370779658,0.8692742045970184,0.5670262436502144,0.8216024530952267,0.23682977785870565
78,68.0,0.9011811513812726,0.7620722256159098,0.5438076188806595,0.7477364174045744,1.2476411138573191,1.0182964579734832,0.5096733340938644,1.059379021318153,0.4960056716617998,0.793460888393681,0.836045515431946,0.5189414063970311,0.786186735200808,0.24310565756467406
79,69.0,0.8767508346489722,0.7855474792056705,0.5859078710466379,0.7503038727101995,1.176932712895655,0.9802685583733516,0.5071859209417426,1.0223051004656947,0.43834211226595454,0.7558273170978842,0.7764005088205681,0.49680858362125074,0.762715072674465,0.22817198685866757
80,70.0,0.8094383211266741,0.7185481258514717,0.5086495443470228,0.7009320665247213,1.2453772967999492,0.9773904775221695,0.4861414561861781,1.0983090752758933,0.46618814986783236,0.7684023453061849,0.743207264252295,0.4499588962408481,0.7477119182751033,0.2565720298362684
81,71.0,0.8243442151102117,0.6119753016299055,0.49486095125978113,0.7428703528964337,1.2894120041285382,0.9673666239091946,0.5052340800779844,0.9099377142502817,0.46776286324605626,0.7617928460724137,0.6963495431925697,0.399130248958877,0.7225863953943539,0.25409293053134535
82,72.0,0.9052367975123878,0.6039781049966624,0.5012313340228503,0.6949673917412724,1.1380428690471307,0.9689911409808765,0.5173027151917388,1.0059661862462512,0.4980453047482725,0.682417261908012,0.7263073762427014,0.43494053881370753,0.723118918454322,0.23115081383083244
83,73.0,0.8634717435572724,0.6011415687011799,0.4845972788581542,0.7304820928954432,1.1780109127049396,1.0095828251521664,0.45260829012077036,1.0013233087309468,0.4291325067286745,0.7090302652320232,0.7931750621827648,0.41379696609394767,0.7221960684131902,0.25553693407373784
84,74.0,0.9560528700425606,0.6109931760101078,0.4290250958531259,0.7380332611357112,1.284352112311766,1.1273761943392604,0.4317602657834736,0.9347401667664907,0.42914599054380326,0.7240186332392529,0.7345161932684674,0.39901205447370547,0.7332521678139772,0.29418422464351823
85,75.0,0.9743324919653948,0.5776489152843367,0.4317415184641094,0.7006943514728933,0.9934391922598936,1.100052699858324,0.44453905628447493,0.862930526370091,0.3975864474172102,0.6946226974907643,0.7632457428898423,0.36021176976290403,0.6917537841266865,0.2541061890017459
86,76.0,0.9167760641619311,0.5820647271491475,0.4399228343365457,0.6603502753892374,1.0847326962542465,1.140925970743366,0.43561884291693087,0.869451455369869,0.4213328581955198,0.6707881384153439,0.7542742282470853,0.37551759108866956,0.6959796401889911,0.26245488778335274
87,77.0,0.8495688920855261,0.5399536788977903,0.4638794004872633,0.5795224367246312,1.096402415154656,1.1624431131700563,0.34585581894198986,0.8419094847140761,0.4471811115223039,0.6045373695741408,0.6983834127988294,0.37241146707886974,0.6668373834291778,0.27000818580413244
88,78.0,0.8715023254542442,0.5743233779927415,0.46372438159963997,0.5803914797902897,1.0813573562084968,1.0843074659402414,0.39292565686456477,0.7452424893858031,0.3955855463710383,0.5826036323603462,0.7463246454625723,0.3216787787851969,0.653330594684598,0.257680882397413
89,79.0,0.8882189046728336,0.6371946938181674,0.4189366568589999,0.559730724707554,0.9363876985315791,1.1145005672177735,0.4275467054304076,0.7534336798653051,0.4179229293169385,0.5954734009553253,0.8010010257027328,0.3156351021023581,0.6554985074316646,0.246334035346006
90,80.0,0.9093346745610852,0.5967476215560008,0.4630240694506183,0.550202492517304,0.9780958884480009,1.148335107631623,0.4437910380256318,0.7330200939233714,0.3972845038421967,0.6292150021841864,0.7932600692501616,0.38114155885992945,0.6686210100208424,0.24741456498400544
91,81.0,0.8188194682180303,0.5349176652935901,0.4272183920400037,0.5133986171755502,0.88660981089116,0.9425299106692239,0.4218539519269155,0.6635209732385783,0.4432702989995362,0.6351060761640474,0.8095216714057842,0.3196782383973742,0.6180370895349828,0.20650468249039824
92,82.0,0.8452669457333738,0.5311816436738178,0.4673222770992615,0.4476718362887521,0.9532244161598871,0.9562436343442019,0.4590682382004213,0.6156684494295492,0.4420734469992012,0.4959476749026095,0.7765969085250399,0.3207594679008106,0.6092520782714104,0.2177123998148897
93,83.0,0.7395640539516376,0.49985262560612803,0.4306471368716457,0.5548492586810517,0.828602676949667,1.1212944384615053,0.4324249425366845,0.6329837735100354,0.47159649086662153,0.49822061128282863,0.7926653501313186,0.3146275797409085,0.6097774115491694,0.2251584685010271
94,84.0,0.7666806957567831,0.524915150415096,0.44488302569571053,0.4922835813593007,0.8047764763866645,1.0810433665044656,0.43891941795649186,0.5977674621820587,0.4550504738917836,0.5297814605222467,0.7064566906438733,0.27874993993471314,0.5934423117707657,0.21496975529221857
95,85.0,0.8436197308413869,0.48437639046615777,0.42191778822705583,0.4916946969643275,0.8507805981703858,0.9969516105989956,0.46429922384546435,0.5866461381821901,0.4426361169636637,0.47384827565322973,0.6991090835725615,0.3664159646693963,0.5935246348462346,0.20444510665880825
96,86.0,0.8027364598790678,0.49564971399615265,0.4216477275391777,0.48777396872179957,0.7672030262453846,1.0241150287343517,0.4332916432949653,0.5665519273555739,0.40242597548347675,0.5079858051652049,0.6608618982664884,0.34323867845192535,0.5761234877611308,0.2007775179742272
97,87.0,0.8166925201601942,0.5765181336154619,0.3681310671987393,0.499819972717462,0.7561211559524442,0.9245094166651671,0.433955679938524,0.5743728092795928,0.4504470173491793,0.47823097219254207,0.7232855480090272,0.3629614813898389,0.5804204812056811,0.18419209782361518
98,88.0,0.7366636339897513,0.5076194820689007,0.3699657239064035,0.4829157333661699,0.7003502466380538,0.9606111912843711,0.471159998239418,0.5520962623378558,0.44116044385489805,0.5433846972799016,0.6902955023391472,0.3185227879378098,0.5645621419368901,0.17928864852201107
99,89.0,0.6333191274160419,0.525068220019831,0.38202105748691706,0.4289065709873971,0.7135156725418046,0.9067209048314033,0.4551894089229961,0.5164052157290904,0.4519790053678295,0.4859833074865546,0.7470016193096772,0.2559657989680834,0.5418396590889688,0.1790687929961429
100,90.0,0.6231746173887294,0.5256274989303927,0.38105441617433244,0.4604613778245563,0.7559690476648214,0.8911102935098699,0.44067933775067164,0.49326564655584226,0.4157515260935731,0.42843655122848606,0.7020198888058193,0.3373143310994822,0.5379053777522148,0.16945039502278933
